Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
tr|G3UW82|G3UW82_MOUSE	G3UW82	G3UW82_MOUSE	Myh2	1942	Mus musculus	Myosin, heavy polypeptide 2, skeletal muscle, adult	1:Experimental evidence at protein level	50.21	1.0000	0.9990	119	7	7	425	7	7	     0	     0	     0			
tr|G5E846|G5E846_MOUSE	G5E846	G5E846_MOUSE	Prph	475	Mus musculus	Peripherin	1:Experimental evidence at protein level	4.21	1.0000	0.9990	3	0	0	5	0	0	     0	     0	     0			
tr|G5E895|G5E895_MOUSE	G5E895	G5E895_MOUSE	Akr1b10	316	Mus musculus	Aldo-keto reductase family 1, member B10 (aldose reductase)	1:Experimental evidence at protein level	36.39	1.0000	0.9990	9	0	8	13	0	10	     0	     0	     0	10C(57.0214), 2C(57.0214), 4C(57.0214)		
tr|G5E8J6|G5E8J6_MOUSE	G5E8J6	G5E8J6_MOUSE	Hrc	738	Mus musculus	Histidine rich calcium binding protein	1:Experimental evidence at protein level	13.96	1.0000	0.9990	8	8	8	13	13	13	     0	     0	     0			
tr|H7BXC3|H7BXC3_MOUSE	H7BXC3	H7BXC3_MOUSE	Tpi1	167	Mus musculus	Triosephosphate isomerase	1:Experimental evidence at protein level	96.41	1.0000	0.9985	21	1	1	189	1	1	     0	     0	     0	1M(15.9949), 3K(156.1151)		
tr|Q14BI5|Q14BI5_MOUSE	Q14BI5	Q14BI5_MOUSE	Myom2	1463	Mus musculus	Myomesin 2	1:Experimental evidence at protein level	38.96	1.0000	0.9990	45	45	45	59	59	59	     0	     0	     0	12C(57.0214), 12M(15.9949), 18C(57.0214), 1C(57.0214), 2C(57.0214), 3C(57.0214), 6C(57.0214)		
tr|Q3U2G2|Q3U2G2_MOUSE	Q3U2G2	Q3U2G2_MOUSE	Hspa4	842	Mus musculus	Heat shock 70 kDa protein 4	1:Experimental evidence at protein level	38.24	1.0000	0.9990	23	2	23	30	2	30	     0	     0	     0	10C(57.0214), 13C(57.0214), 2C(57.0214), 2M(15.9949), 5C(57.0214), 6C(57.0214)		
tr|Q3U3J1|Q3U3J1_MOUSE	Q3U3J1	Q3U3J1_MOUSE	Bckdha	446	Mus musculus	2-oxoisovalerate dehydrogenase subunit alpha	1:Experimental evidence at protein level	36.77	1.0000	0.9990	11	1	11	16	2	16	     0	     0	     0	11C(57.0214)		
tr|Q5RKN9|Q5RKN9_MOUSE	Q5RKN9	Q5RKN9_MOUSE	Capza1	286	Mus musculus	F-actin-capping protein subunit alpha	1:Experimental evidence at protein level	22.73	1.0000	0.9990	4	0	2	6	0	2	     0	     0	     0	11C(57.0214)		
tr|Q5SUH6|Q5SUH6_MOUSE	Q5SUH6	Q5SUH6_MOUSE	Clint1	641	Mus musculus	Clathrin interactor 1	1:Experimental evidence at protein level	4.21	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			tr|Q5SUH7|Q5SUH7_MOUSE
tr|Q5SVJ0|Q5SVJ0_MOUSE	Q5SVJ0	Q5SVJ0_MOUSE	Camk2b	666	Mus musculus	calcium/calmodulin-dependent protein kinase	1:Experimental evidence at protein level	12.91	1.0000	0.9990	5	0	1	6	0	2	     0	     0	     0			
tr|Q6GT24|Q6GT24_MOUSE	Q6GT24	Q6GT24_MOUSE	Prdx6	224	Mus musculus	Peroxiredoxin-6	1:Experimental evidence at protein level	69.64	1.0000	0.9990	15	0	15	37	0	37	     0	     0	     0	5M(15.9949), 6C(57.0214), 8M(15.9949)		
tr|Q6P6L5|Q6P6L5_MOUSE	Q6P6L5	Q6P6L5_MOUSE	Mybpc1	1124	Mus musculus	Myosin binding protein C, slow-type	1:Experimental evidence at protein level	39.32	1.0000	0.9990	36	1	35	55	2	50	     0	     0	     0	11C(57.0214), 12C(57.0214), 1C(57.0214), 3M(15.9949), 6M(15.9949), 7C(57.0214), 8C(57.0214), 9C(57.0214), 9M(15.9949)		
tr|Q6S9I0|Q6S9I0_MOUSE	Q6S9I0	Q6S9I0_MOUSE	Kng2	433	Mus musculus	Kininogen 2	1:Experimental evidence at protein level	7.62	1.0000	0.9990	2	0	1	2	0	1	     0	     0	     0	10C(57.0214)		
tr|Q6XLQ8|Q6XLQ8_MOUSE	Q6XLQ8	Q6XLQ8_MOUSE	Calu	315	Mus musculus	Calumenin	1:Experimental evidence at protein level	13.97	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
tr|Q6ZWQ9|Q6ZWQ9_MOUSE	Q6ZWQ9	Q6ZWQ9_MOUSE	Myl12a	172	Mus musculus	Myosin, light chain 12A, regulatory, non-sarcomeric	1:Experimental evidence at protein level	16.28	1.0000	0.9990	2	0	0	2	0	0	     0	     0	     0			
tr|Q78ZM0|Q78ZM0_MOUSE	Q78ZM0	Q78ZM0_MOUSE	Snx3	162	Mus musculus	Sorting nexin-3	1:Experimental evidence at protein level	4.32	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
tr|Q792Z1|Q792Z1_MOUSE	Q792Z1	Q792Z1_MOUSE	Try10	246	Mus musculus	Trypsin 10	1:Experimental evidence at protein level	18.70	1.0000	0.9990	3	3	3	10	10	10	     0	     0	     0	7M(15.9949)		
tr|Q7TMG8|Q7TMG8_MOUSE	Q7TMG8	Q7TMG8_MOUSE	Nipsnap2	281	Mus musculus	Glioblastoma amplified sequence	1:Experimental evidence at protein level	51.60	1.0000	0.9990	17	0	17	35	0	35	     0	     0	     0	10C(57.0214), 12M(15.9949), 17M(15.9949), 2C(57.0214), 9M(15.9949)		
tr|Q80UE5|Q80UE5_MOUSE	Q80UE5	Q80UE5_MOUSE	Epb41l2	918	Mus musculus	Epb4.1l2 protein	1:Experimental evidence at protein level	10.02	1.0000	0.9990	6	0	6	6	0	6	     0	     0	     0	11C(57.0214)		
tr|Q80X68|Q80X68_MOUSE	Q80X68	Q80X68_MOUSE	Csl	466	Mus musculus	Citrate synthase	1:Experimental evidence at protein level	24.03	1.0000	0.9986	10	1	1	45	1	1	     0	     0	     0			
tr|Q8BZY3|Q8BZY3_MOUSE	Q8BZY3	Q8BZY3_MOUSE	Ddx19b	494	Mus musculus	RNA helicase	1:Experimental evidence at protein level	3.04	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			tr|Q8R3C7|Q8R3C7_MOUSE
tr|Q8CAP3|Q8CAP3_MOUSE	Q8CAP3	Q8CAP3_MOUSE	Rad23a	362	Mus musculus	UV excision repair protein RAD23	1:Experimental evidence at protein level	39.23	1.0000	0.9990	7	1	6	9	1	8	     0	     0	     0			
tr|Q8CGB9|Q8CGB9_MOUSE	Q8CGB9	Q8CGB9_MOUSE	Ide	1019	Mus musculus	Insulin degrading enzyme	1:Experimental evidence at protein level	13.74	1.0000	0.9990	14	0	14	18	0	18	     0	     0	     0	12C(57.0214), 5M(15.9949)		
tr|Q8R2K3|Q8R2K3_MOUSE	Q8R2K3	Q8R2K3_MOUSE	Ssbp1	148	Mus musculus	Single-stranded DNA-binding protein	1:Experimental evidence at protein level	27.70	1.0000	0.9990	3	1	3	4	1	4	     0	     0	     0	9M(15.9949)		
tr|Q8R5L1|Q8R5L1_MOUSE	Q8R5L1	Q8R5L1_MOUSE	C1qbp	279	Mus musculus	Complement component 1 Q subcomponent-binding protein, mitochondrial	1:Experimental evidence at protein level	17.92	1.0000	0.9990	4	1	4	11	6	11	     0	     0	     0			
tr|Q91VB8|Q91VB8_MOUSE	Q91VB8	Q91VB8_MOUSE	Hba-a1	142	Mus musculus	Alpha globin 1	1:Experimental evidence at protein level	92.96	1.0000	0.9990	13	2	12	141	44	137	     0	     0	     0	11H(156.1151), 1M(15.9949), 5C(57.0214)		
tr|Q91XL1|Q91XL1_MOUSE	Q91XL1	Q91XL1_MOUSE	Lrg1	342	Mus musculus	Leucine-rich HEV glycoprotein	1:Experimental evidence at protein level	4.09	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
tr|Q924B0|Q924B0_MOUSE	Q924B0	Q924B0_MOUSE	Impa1	277	Mus musculus	Inositol-1-monophosphatase	1:Experimental evidence at protein level	27.44	1.0000	0.9990	6	0	6	6	0	6	     0	     0	     0	2C(57.0214)		
tr|Q99JZ4|Q99JZ4_MOUSE	Q99JZ4	Q99JZ4_MOUSE	Sar1a	198	Mus musculus	SAR1 gene homolog A (S. cerevisiae)	1:Experimental evidence at protein level	42.42	1.0000	0.9990	7	0	3	11	0	5	     0	     0	     0	15C(57.0214)		
tr|Q99LB4|Q99LB4_MOUSE	Q99LB4	Q99LB4_MOUSE	Capg	349	Mus musculus	capping protein (Actin filament), Gelsolin-like	1:Experimental evidence at protein level	28.65	1.0000	0.9990	6	0	6	10	0	10	     0	     0	     0			
tr|Q99N15|Q99N15_MOUSE	Q99N15	Q99N15_MOUSE	Hsd17b10	261	Mus musculus	17beta-hydroxysteroid dehydrogenase type 10/short chain L-3-hydroxyacyl-CoA dehydrogenase	1:Experimental evidence at protein level	64.37	1.0000	0.9990	11	0	11	42	0	42	     0	     0	     0	5C(57.0214), 6M(15.9949)		
tr|Q9CRA2|Q9CRA2_MOUSE	Q9CRA2	Q9CRA2_MOUSE	Pdlim5	214	Mus musculus	PDZ and LIM domain 5	1:Experimental evidence at protein level	65.42	1.0000	0.9990	16	1	16	57	1	57	     0	     0	     0	16M(15.9949), 2C(57.0214), 4M(15.9949), 8M(15.9949)		
tr|Q9DCC5|Q9DCC5_MOUSE	Q9DCC5	Q9DCC5_MOUSE	Cbx3	183	Mus musculus	Cbx3 protein	1:Experimental evidence at protein level	7.10	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
tr|Q9Z1A1|Q9Z1A1_MOUSE	Q9Z1A1	Q9Z1A1_MOUSE	Tfg	397	Mus musculus	TFG protein	1:Experimental evidence at protein level	21.91	1.0000	0.9990	5	1	5	6	1	6	     0	     0	     0			
tr|Q9Z1R9|Q9Z1R9_MOUSE	Q9Z1R9	Q9Z1R9_MOUSE	Prss1	246	Mus musculus	Protease, serine 1 (trypsin 1)	1:Experimental evidence at protein level	8.13	1.0000	0.9990	1	1	1	8	8	8	     0	     0	     0			
tr|S4R1W1|S4R1W1_MOUSE	S4R1W1	S4R1W1_MOUSE	Gm3839	333	Mus musculus	Glyceraldehyde-3-phosphate dehydrogenase	1:Experimental evidence at protein level	89.49	1.0000	0.9990	33	1	33	858	13	858	     0	     0	     0	11C(57.0214), 12M(15.9949), 13C(57.0214), 13M(15.9949), 15M(15.9949), 16M(15.9949), 19H(156.1151), 19M(15.9949), 20C(57.0214), 25M(15.9949), 4C(57.0214), 4M(15.9949), 5M(15.9949), 7C(57.0214), 8M(15.9949)		
tr|S4R1W8|S4R1W8_MOUSE	S4R1W8	S4R1W8_MOUSE	Gapdh	55	Mus musculus	Glyceraldehyde-3-phosphate dehydrogenase (Fragment)	1:Experimental evidence at protein level	58.18	1.0000	0.9990	5	1	1	88	3	3	     0	     0	     0			
tr|S4R257|S4R257_MOUSE	S4R257	S4R257_MOUSE	Gapdh	280	Mus musculus	Glyceraldehyde-3-phosphate dehydrogenase (Fragment)	1:Experimental evidence at protein level	88.21	1.0000	0.9990	29	0	3	817	0	71	     0	     0	     0	11C(57.0214), 13C(57.0214), 7C(57.0214)		
sp|O35683|NDUA1_MOUSE	O35683	NDUA1_MOUSE	Ndufa1	70	Mus musculus	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	1:Experimental evidence at protein level	14.29	0.9999	0.9990	1	1	1	2	2	2	     0	     0	     0	8M(15.9949)		
sp|O70209|PDLI3_MOUSE	O70209	PDLI3_MOUSE	Pdlim3	316	Mus musculus	PDZ and LIM domain protein 3	1:Experimental evidence at protein level	51.58	0.9999	0.9984	11	0	0	19	0	0	     0	     0	     0			
sp|P17879|HS71B_MOUSE	P17879	HS71B_MOUSE	Hspa1b	642	Mus musculus	Heat shock 70 kDa protein 1B	1:Experimental evidence at protein level	31.62	0.9999	0.9990	16	0	0	47	0	0	     0	     0	     0			
sp|P19001|K1C19_MOUSE	P19001	K1C19_MOUSE	Krt19	403	Mus musculus	Keratin, type I cytoskeletal 19	1:Experimental evidence at protein level	15.38	0.9999	0.9958	8	1	2	26	1	3	     0	     0	     0			
sp|P39053|DYN1_MOUSE	P39053	DYN1_MOUSE	Dnm1	867	Mus musculus	Dynamin-1	1:Experimental evidence at protein level	0.69	0.9999	0.9985	1	0	1	1	0	1	     0	     0	     0			
sp|P54726|RD23A_MOUSE	P54726	RD23A_MOUSE	Rad23a	363	Mus musculus	UV excision repair protein RAD23 homolog A	1:Experimental evidence at protein level	39.39	0.9999	0.9990	7	0	1	9	0	1	     0	     0	     0			
sp|P61957|SUMO2_MOUSE	P61957	SUMO2_MOUSE	Sumo2	95	Mus musculus	Small ubiquitin-related modifier 2	1:Experimental evidence at protein level	20.00	0.9999	0.9990	2	0	2	4	0	4	     0	     0	     0			tr|D3Z794|D3Z794_MOUSE, tr|H7BWX9|H7BWX9_MOUSE
sp|P63168|DYL1_MOUSE	P63168	DYL1_MOUSE	Dynll1	89	Mus musculus	Dynein light chain 1, cytoplasmic	1:Experimental evidence at protein level	58.43	0.9999	0.9990	5	1	2	7	2	3	     0	     0	     0	15C(57.0214)		
sp|P68372|TBB4B_MOUSE	P68372	TBB4B_MOUSE	Tubb4b	445	Mus musculus	Tubulin beta-4B chain	1:Experimental evidence at protein level	73.26	0.9999	0.9990	26	1	3	114	5	10	     0	     0	     0			
sp|P68373|TBA1C_MOUSE	P68373	TBA1C_MOUSE	Tuba1c	449	Mus musculus	Tubulin alpha-1C chain	1:Experimental evidence at protein level	58.57	0.9999	0.9990	20	1	1	60	1	1	     0	     0	     0	15C(57.0214)		
sp|Q3THG9|AASD1_MOUSE	Q3THG9	AASD1_MOUSE	Aarsd1	412	Mus musculus	Alanyl-tRNA editing protein Aarsd1	1:Experimental evidence at protein level	20.39	0.9999	0.9990	5	1	1	7	1	1	     0	     0	     0	9C(57.0214)		
sp|Q60865|CAPR1_MOUSE	Q60865	CAPR1_MOUSE	Caprin1	707	Mus musculus	Caprin-1	1:Experimental evidence at protein level	1.56	0.9999	0.9986	1	1	1	1	1	1	     0	     0	     0			
sp|Q62267|SPR1B_MOUSE	Q62267	SPR1B_MOUSE	Sprr1b	153	Mus musculus	Cornifin-B	2:Experimental evidence at transcript level	5.23	0.9999	0.9987	1	1	1	2	2	2	     0	     0	     0	5C(57.0214)		
sp|Q7TMM9|TBB2A_MOUSE	Q7TMM9	TBB2A_MOUSE	Tubb2a	445	Mus musculus	Tubulin beta-2A chain	1:Experimental evidence at protein level	57.30	0.9999	0.9990	22	1	1	84	1	1	     0	     0	     0			
sp|Q80X50-2|UBP2L_MOUSE	Q80X50-2	UBP2L_MOUSE	Ubap2l	1014	Mus musculus	Isoform 2 of Ubiquitin-associated protein 2-like		1.48	0.9999	0.9987	1	0	1	1	0	1	     0	     0	     0			sp|Q80X50-3|UBP2L_MOUSE, sp|Q80X50-4|UBP2L_MOUSE, sp|Q80X50-5|UBP2L_MOUSE, sp|Q80X50|UBP2L_MOUSE, tr|A0A0G2JDV6|A0A0G2JDV6_MOUSE, tr|A0A0H2UH17|A0A0H2UH17_MOUSE
sp|Q8K1M6-3|DNM1L_MOUSE	Q8K1M6-3	DNM1L_MOUSE	Dnm1l	699	Mus musculus	Isoform 3 of Dynamin-1-like protein		31.62	0.9999	0.9988	16	0	0	17	0	0	     0	     0	     0			
sp|Q8K354|CBR3_MOUSE	Q8K354	CBR3_MOUSE	Cbr3	277	Mus musculus	Carbonyl reductase [NADPH] 3	1:Experimental evidence at protein level	2.89	0.9999	0.9990	1	0	0	1	0	0	     0	     0	     0			tr|A0A338P797|A0A338P797_MOUSE
sp|Q91W69|EPN3_MOUSE	Q91W69	EPN3_MOUSE	Epn3	636	Mus musculus	Epsin-3	1:Experimental evidence at protein level	1.57	0.9999	0.9990	1	0	1	1	0	1	     0	     0	     0			
sp|Q9CPX6|ATG3_MOUSE	Q9CPX6	ATG3_MOUSE	Atg3	314	Mus musculus	Ubiquitin-like-conjugating enzyme ATG3	1:Experimental evidence at protein level	8.28	0.9999	0.9990	2	2	2	3	3	3	     0	     0	     0			
sp|Q9D358-2|PPAC_MOUSE	Q9D358-2	PPAC_MOUSE	Acp1	158	Mus musculus	Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase		24.05	0.9999	0.9990	3	0	0	4	0	0	     0	     0	     0			tr|Q561M1|Q561M1_MOUSE
sp|Q9R0H5|K2C71_MOUSE	Q9R0H5	K2C71_MOUSE	Krt71	524	Mus musculus	Keratin, type II cytoskeletal 71	1:Experimental evidence at protein level	9.73	0.9999	0.9988	6	1	2	31	1	2	     0	     0	     0			
sp|Q9Z2Y3-2|HOME1_MOUSE	Q9Z2Y3-2	HOME1_MOUSE	Homer1	370	Mus musculus	Isoform 2 of Homer protein homolog 1		31.35	0.9999	0.9990	9	0	0	10	0	0	     0	     0	     0			sp|Q9Z2Y3-3|HOME1_MOUSE
tr|D3YU50|D3YU50_MOUSE	D3YU50	D3YU50_MOUSE	Mybpc1	1127	Mus musculus	Myosin binding protein C, slow-type	1:Experimental evidence at protein level	37.44	0.9999	0.9990	35	0	0	53	0	0	     0	     0	     0			
tr|E9PUD2|E9PUD2_MOUSE	E9PUD2	E9PUD2_MOUSE	Dnm1l	712	Mus musculus	Dynamin 1-like	1:Experimental evidence at protein level	31.04	0.9999	0.9990	16	0	16	17	0	17	     0	     0	     0	11C(57.0214), 6C(57.0214), 8C(57.0214)		
tr|Q8C5R8|Q8C5R8_MOUSE	Q8C5R8	Q8C5R8_MOUSE	Prps1l1	318	Mus musculus	ribose-phosphate diphosphokinase	1:Experimental evidence at protein level	16.67	0.9999	0.9990	4	0	0	9	0	0	     0	     0	     0			
tr|Q91VK2|Q91VK2_MOUSE	Q91VK2	Q91VK2_MOUSE	Eef1d	276	Mus musculus	Eef1d protein	1:Experimental evidence at protein level	63.41	0.9999	0.9990	15	0	1	27	0	1	     0	     0	     0			
tr|Q91XH5|Q91XH5_MOUSE	Q91XH5	Q91XH5_MOUSE	Spr	262	Mus musculus	Sepiapterin reductase	1:Experimental evidence at protein level	57.63	0.9999	0.9990	12	0	1	30	0	1	     0	     0	     0	14C(57.0214)		
sp|A2AAJ9|OBSCN_MOUSE	A2AAJ9	OBSCN_MOUSE	Obscn	8886	Mus musculus	Obscurin	1:Experimental evidence at protein level	0.11	0.9998	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|H7BX05|H7BX05_MOUSE
sp|P46656|ADX_MOUSE	P46656	ADX_MOUSE	Fdx1	188	Mus musculus	Adrenodoxin, mitochondrial	1:Experimental evidence at protein level	4.79	0.9998	0.9982	1	1	1	1	1	1	     0	     0	     0			
sp|Q8JZL3|THTPA_MOUSE	Q8JZL3	THTPA_MOUSE	Thtpa	224	Mus musculus	Thiamine-triphosphatase	1:Experimental evidence at protein level	12.05	0.9998	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|Q91WU0|EST1F_MOUSE	Q91WU0	EST1F_MOUSE	Ces1f	561	Mus musculus	Carboxylesterase 1F	1:Experimental evidence at protein level	1.25	0.9998	0.9983	1	0	0	1	0	0	     0	     0	     0			
sp|Q9CQL5|RM18_MOUSE	Q9CQL5	RM18_MOUSE	Mrpl18	180	Mus musculus	39S ribosomal protein L18, mitochondrial	1:Experimental evidence at protein level	7.22	0.9998	0.9990	1	1	1	1	1	1	     0	     0	     0			
sp|Q9CYL5|GAPR1_MOUSE	Q9CYL5	GAPR1_MOUSE	Glipr2	154	Mus musculus	Golgi-associated plant pathogenesis-related protein 1	1:Experimental evidence at protein level	8.44	0.9998	0.9990	1	1	1	1	1	1	     0	     0	     0			
tr|A0A0A6YYE7|A0A0A6YYE7_MOUSE	A0A0A6YYE7	A0A0A6YYE7_MOUSE	Igkv4-57	117	Mus musculus	Immunoglobulin kappa variable 4-57 (Fragment)	4:Protein predicted	13.68	0.9998	0.9990	1	0	1	2	0	2	     0	     0	     0			
tr|Q8VCQ8|Q8VCQ8_MOUSE	Q8VCQ8	Q8VCQ8_MOUSE	Cald1	530	Mus musculus	Caldesmon 1	1:Experimental evidence at protein level	28.11	0.9998	0.9990	13	0	13	14	0	14	     0	     0	     0			
sp|P01670|KV3AI_MOUSE	P01670	KV3AI_MOUSE		111	Mus musculus	Ig kappa chain V-III region PC 6684	1:Experimental evidence at protein level	16.22	0.9997	0.9990	1	0	0	1	0	0	     0	     0	     0			
sp|P05977-2|MYL1_MOUSE	P05977-2	MYL1_MOUSE	Myl1	150	Mus musculus	Isoform MLC3 of Myosin light chain 1/3, skeletal muscle isoform		85.33	0.9997	0.9963	17	0	0	245	0	0	     0	     0	     0			
sp|P62331|ARF6_MOUSE	P62331	ARF6_MOUSE	Arf6	175	Mus musculus	ADP-ribosylation factor 6	1:Experimental evidence at protein level	3.43	0.9997	0.9975	1	0	0	1	0	0	     0	     0	     0			
sp|P97379|G3BP2_MOUSE	P97379	G3BP2_MOUSE	G3bp2	482	Mus musculus	Ras GTPase-activating protein-binding protein 2	1:Experimental evidence at protein level	3.53	0.9997	0.9987	1	0	1	1	0	1	     0	     0	     0			
sp|Q8BPB0|MOB1B_MOUSE	Q8BPB0	MOB1B_MOUSE	Mob1b	216	Mus musculus	MOB kinase activator 1B	1:Experimental evidence at protein level	5.09	0.9997	0.9990	1	0	1	1	0	1	     0	     0	     0			sp|Q921Y0-2|MOB1A_MOUSE, sp|Q921Y0|MOB1A_MOUSE, tr|Q3UDM0|Q3UDM0_MOUSE
sp|Q9CXY6|ILF2_MOUSE	Q9CXY6	ILF2_MOUSE	Ilf2	390	Mus musculus	Interleukin enhancer-binding factor 2	1:Experimental evidence at protein level	4.10	0.9997	0.9974	1	1	1	1	1	1	     0	     0	     0			
sp|Q9ER72-2|SYCC_MOUSE	Q9ER72-2	SYCC_MOUSE	Cars1	748	Mus musculus	Isoform 2 of Cysteine--tRNA ligase, cytoplasmic		2.41	0.9997	0.9979	1	0	1	1	0	1	     0	     0	     0			sp|Q9ER72|SYCC_MOUSE
sp|Q9QXY6|EHD3_MOUSE	Q9QXY6	EHD3_MOUSE	Ehd3	535	Mus musculus	EH domain-containing protein 3	1:Experimental evidence at protein level	14.95	0.9997	0.9979	7	0	0	9	0	0	     0	     0	     0			
tr|A0A0R4J1E2|A0A0R4J1E2_MOUSE	A0A0R4J1E2	A0A0R4J1E2_MOUSE	Eef1d	660	Mus musculus	Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	1:Experimental evidence at protein level	24.55	0.9997	0.9990	15	0	14	27	0	26	     0	     0	     0	22C(57.0214), 5C(57.0214), 5M(15.9949), 6C(57.0214)		tr|Q80T06|Q80T06_MOUSE
sp|O55103-2|PRAX_MOUSE	O55103-2	PRAX_MOUSE	Prx	148	Mus musculus	Isoform 2 of Periaxin		27.70	0.9996	0.9990	3	0	0	3	0	0	     0	     0	     0			
sp|P01864|GCAB_MOUSE	P01864	GCAB_MOUSE		335	Mus musculus	Ig gamma-2A chain C region secreted form	1:Experimental evidence at protein level	14.63	0.9996	0.9990	3	0	0	7	0	0	     0	     0	     0			
sp|P47964|RL36_MOUSE	P47964	RL36_MOUSE	Rpl36	105	Mus musculus	60S ribosomal protein L36	1:Experimental evidence at protein level	11.43	0.9996	0.9989	1	1	1	1	1	1	     0	     0	     0			
sp|Q8R3U1-2|PLAT3_MOUSE	Q8R3U1-2	PLAT3_MOUSE	Plaat3	168	Mus musculus	Isoform 2 of Phospholipase A and acyltransferase 3		7.14	0.9996	0.9976	1	0	1	2	0	2	     0	     0	     0			sp|Q8R3U1|PLAT3_MOUSE
tr|A0A0U1RQ18|A0A0U1RQ18_MOUSE	A0A0U1RQ18	A0A0U1RQ18_MOUSE	Gpi1	191	Mus musculus	Glucose-6-phosphate isomerase (Fragment)	1:Experimental evidence at protein level	51.83	0.9996	0.9952	9	0	0	56	0	0	     0	     0	     0			
tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE	A0A2R8VHP3	A0A2R8VHP3_MOUSE	Gm5478	535	Mus musculus	Predicted pseudogene 5478	1:Experimental evidence at protein level	11.03	0.9996	0.9974	9	1	2	38	1	2	     0	     0	     0			
sp|Q8BG93|NUD15_MOUSE	Q8BG93	NUD15_MOUSE	Nudt15	170	Mus musculus	Nucleotide triphosphate diphosphatase NUDT15	1:Experimental evidence at protein level	8.24	0.9994	0.9989	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
sp|P02104|HBE_MOUSE	P02104	HBE_MOUSE	Hbb-y	147	Mus musculus	Hemoglobin subunit epsilon-Y2	1:Experimental evidence at protein level	12.24	0.9993	0.9979	2	0	1	11	0	1	     0	     0	     0	6C(57.0214)		
sp|Q6IMF0|KRT87_MOUSE	Q6IMF0	KRT87_MOUSE	Krt87	495	Mus musculus	Keratin, type II cuticular 87	2:Experimental evidence at transcript level	3.64	0.9993	0.9957	2	0	0	2	0	0	     0	     0	     0			
sp|P50752-2|TNNT2_MOUSE	P50752-2	TNNT2_MOUSE	Tnnt2	288	Mus musculus	Isoform A3B of Troponin T, cardiac muscle		3.12	0.9992	0.9980	2	0	0	2	0	0	     0	     0	     0			sp|P50752-3|TNNT2_MOUSE, sp|P50752-4|TNNT2_MOUSE, sp|P50752|TNNT2_MOUSE, tr|J3QQ13|J3QQ13_MOUSE, tr|K3W4R6|K3W4R6_MOUSE, tr|K3W4R7|K3W4R7_MOUSE, tr|Q6P3Z7|Q6P3Z7_MOUSE
sp|Q6NXH9|K2C73_MOUSE	Q6NXH9	K2C73_MOUSE	Krt73	539	Mus musculus	Keratin, type II cytoskeletal 73	1:Experimental evidence at protein level	11.32	0.9992	0.9989	8	1	1	43	4	4	     0	     0	     0			
tr|A0A1B0GR60|A0A1B0GR60_MOUSE	A0A1B0GR60	A0A1B0GR60_MOUSE	Ftl1	160	Mus musculus	Ferritin	1:Experimental evidence at protein level	56.88	0.9992	0.9990	6	0	5	10	0	9	     0	     0	     0	5M(15.9949), 6C(57.0214)		
sp|P01863|GCAA_MOUSE	P01863	GCAA_MOUSE	Ighg	330	Mus musculus	Ig gamma-2A chain C region, A allele	1:Experimental evidence at protein level	4.85	0.9991	0.9976	1	0	0	3	0	0	     0	     0	     0			sp|P01865|GCAM_MOUSE
sp|P53996-2|CNBP_MOUSE	P53996-2	CNBP_MOUSE	Cnbp	170	Mus musculus	Isoform 2 of CCHC-type zinc finger nucleic acid binding protein		17.06	0.9991	0.9990	2	0	2	4	0	4	     0	     0	     0	12C(57.0214), 13C(57.0214), 2C(57.0214), 9C(57.0214)		sp|P53996-3|CNBP_MOUSE
sp|P62852|RS25_MOUSE	P62852	RS25_MOUSE	Rps25	125	Mus musculus	40S ribosomal protein S25	1:Experimental evidence at protein level	8.00	0.9991	0.9989	1	0	1	1	0	1	     0	     0	     0			tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE
sp|Q8JZU2|TXTP_MOUSE	Q8JZU2	TXTP_MOUSE	Slc25a1	311	Mus musculus	Tricarboxylate transport protein, mitochondrial	1:Experimental evidence at protein level	7.40	0.9991	0.9990	1	1	1	1	1	1	     0	     0	     0	14C(57.0214)		
tr|E9Q7N6|E9Q7N6_MOUSE	E9Q7N6	E9Q7N6_MOUSE	Gal3st4	475	Mus musculus	Galactose-3-O-sulfotransferase 4	1:Experimental evidence at protein level	1.68	0.9990	0.9969	1	0	1	1	0	1	     0	     0	     0			tr|Q3V1B8|Q3V1B8_MOUSE
